Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2004-01-02,0.320547878742218,0.3276277856127059,0.31904130911212886,0.32461462121286616,144642400
2004-01-05,0.33395451307296753,0.33726797202381864,0.3226568705089871,0.3226568705089871,395018400
2004-01-06,0.33274897933006287,0.337720021212819,0.3270255324218992,0.33515899328845417,509348000
2004-01-07,0.34028103947639465,0.34389647538291024,0.3303389803982977,0.3329000084391599,586874400
2004-01-08,0.35187971591949463,0.3574530527712571,0.34118439966578373,0.34404654991984074,460303200
2004-01-09,0.3464566469192505,0.3634785888909323,0.3432933479193247,0.34992109397503074,427459200
2004-01-12,0.3574531674385071,0.36151988579047706,0.34796324454264926,0.35022312469480604,487547200
2004-01-13,0.36332759261131287,0.3741730704446178,0.35941098360788015,0.3720642044878931,679016800
2004-01-14,0.36453312635421753,0.36965430398924454,0.3582065265413687,0.3675454373849616,620043200
2004-01-15,0.3441976010799408,0.3524820757511276,0.3389254363958439,0.3451010451933919,1018208800
2004-01-16,0.34223881363868713,0.34705966993260323,0.340582085017288,0.3447998157690122,372820000
2004-01-20,0.34238991141319275,0.34344434443676236,0.3351590143353418,0.34148563761642575,315946400
2004-01-21,0.34058213233947754,0.3460052853203818,0.33787097065344496,0.34193771318249383,226660000
2004-01-22,0.3341045677661896,0.34389646739257085,0.3341045677661896,0.3398288946900064,205004800
2004-01-23,0.3398289680480957,0.34254013069575495,0.33515907309701937,0.33772010163122,227169600
2004-01-26,0.34660762548446655,0.3473609104062736,0.33787101368760547,0.33832232095353393,271269600
2004-01-27,0.34751108288764954,0.35022309977110994,0.34344433968542243,0.3470597756044974,307070400
2004-01-28,0.339226633310318,0.35218097845646346,0.3375699040591587,0.3440466618277119,275402400
2004-01-29,0.3416365683078766,0.34344428598476084,0.33425553839909294,0.3408832834751042,212699200
2004-01-30,0.3398289680480957,0.3444988378595014,0.33772010163122,0.3411845493719253,185298400
2004-02-02,0.3362134099006653,0.3435944396914151,0.3325988042135464,0.33832227555516525,287431200
2004-02-03,0.33531010150909424,0.33741896801659965,0.3313934914827454,0.3359123977657618,180812800
2004-02-04,0.3282301425933838,0.3327490230603614,0.32687456141419496,0.3313934418811726,305552800
2004-02-05,0.33772000670433044,0.3451010370887233,0.3285312333869063,0.32868224734639234,352844800
2004-02-06,0.3420886993408203,0.3447998610058478,0.3374188312219587,0.3381721160419847,193340000
2004-02-09,0.34148550033569336,0.3443476501931951,0.3389253280283745,0.34073304528619947,188260800
2004-02-10,0.34615546464920044,0.34826433044070954,0.33802114950925294,0.34073314096182694,255343200
2004-02-11,0.35850757360458374,0.3595620066094345,0.3472099334688063,0.34781222958330016,348544000
2004-02-12,0.3574531674385071,0.36136975169473345,0.3554952901149116,0.3556454242106552,183988000
2004-02-13,0.3464566469192505,0.363026452002666,0.3438964736400029,0.35926085689103127,315980000
2004-02-17,0.3488665819168091,0.3538375977343264,0.3479631379539792,0.3479631379539792,170956800
2004-02-18,0.35037320852279663,0.3530843704615869,0.3472099097245691,0.34916861637618596,141635200
2004-02-19,0.3384734094142914,0.3560976521634787,0.33756996500755243,0.3514277568993495,323080800
2004-02-20,0.3374188542366028,0.33907558318836245,0.33455670356881567,0.33892542397941483,277603200
2004-02-23,0.33425554633140564,0.3383222889942693,0.3297366668363795,0.3365154008833519,194079200
2004-02-24,0.33681654930114746,0.342540020876904,0.3313933709957042,0.33350226187613696,259056000
2004-02-25,0.3435945510864258,0.34495096196878794,0.3345567895252925,0.3356112226943948,276276000
2004-02-26,0.3470597565174103,0.3491686224193943,0.3434443207971717,0.34464891296463074,198408000
2004-02-27,0.36031535267829895,0.36182192282907016,0.3457034222161982,0.3458544110749209,468837600
2004-03-01,0.36182186007499695,0.3660395920783455,0.35956200524078735,0.3630264522993994,321680800
2004-03-02,0.3586585819721222,0.3630264734535605,0.35805543107613863,0.36151987833662985,256687200
2004-03-03,0.36031535267829895,0.3643820965544447,0.35549532372676756,0.35549532372676756,225131200
2004-03-04,0.3789938986301422,0.37989731750942807,0.3601642418118296,0.36046536467848384,660223200
2004-03-05,0.4027937352657318,0.4140913740080116,0.3750773073613582,0.3758305922160488,1540599200
2004-03-08,0.39164718985557556,0.4035471019102381,0.3886340498261183,0.40098609880700725,522872000
2004-03-09,0.4082169532775879,0.4101748304030166,0.38788069877129344,0.39014057869471624,618363200
2004-03-10,0.4169536232948303,0.4238825182236873,0.40580614111983465,0.40731271118578344,1006964000
2004-03-11,0.40896931290626526,0.42237581638867483,0.4080658689139848,0.41077703049963465,595851200
2004-03-12,0.4151459336280823,0.4184593924696846,0.40927147142042425,0.41153049706531236,329224000
2004-03-15,0.39842507243156433,0.4119825676938116,0.3955637510233657,0.40716253945906705,481717600
2004-03-16,0.3889352083206177,0.40083595030295,0.38245845038014586,0.3999316764262862,605432800
2004-03-17,0.39450937509536743,0.39737069691769655,0.38833293526723167,0.39104409784054905,411432000
2004-03-18,0.386676162481308,0.39255062393397716,0.38547071543926426,0.3907429058849211,321081600
2004-03-19,0.38953837752342224,0.40580618341679875,0.3847174935920527,0.3850194964636425,408576000
2004-03-22,0.38953837752342224,0.3942074178400076,0.3803496265379035,0.3821573448836461,419031200
2004-03-23,0.38095179200172424,0.3916471353839581,0.3798973590598761,0.3898394175395152,385515200
2004-03-24,0.3841151297092438,0.38788072499446624,0.3806506824937582,0.3806506824937582,428215200
2004-03-25,0.40475162863731384,0.40535477945054477,0.389989567790747,0.3937559922171499,566445600
2004-03-26,0.40731263160705566,0.412132659345498,0.4053547797307601,0.4067103606816404,419893600
2004-03-29,0.4204181134700775,0.4216227059579589,0.4097227671501259,0.4122837957402723,350728000
2004-03-30,0.42056816816329956,0.4210203050384189,0.4118315312220168,0.41785700613047394,359676800
2004-03-31,0.40731263160705566,0.421472421538412,0.4059570506561753,0.4205681478318884,390773600
2004-04-01,0.40836700797080994,0.4107770215062693,0.40098597856462004,0.40505357560251,318332000
2004-04-02,0.41424161195755005,0.42071922478491197,0.4101748933926762,0.41800806231521676,274478400
2004-04-05,0.4265936315059662,0.4273469164521523,0.4133381393582113,0.41394043547157156,385672000
2004-04-06,0.4192126393318176,0.42403349751233427,0.41318716367329006,0.41740492121525496,257992000
2004-04-07,0.4113803803920746,0.41725484320774453,0.40550506282752163,0.41589926175868297,255119200
2004-04-08,0.4146937131881714,0.42177359602812725,0.40972267117751754,0.4199658781105899,240917600
2004-04-12,0.42237600684165955,0.42328028085049335,0.41409152954604994,0.4142416636683951,230540800
2004-04-13,0.40565580129623413,0.4222256260975545,0.4043002206839597,0.4214723162602561,436396800
2004-04-14,0.4012872278690338,0.40776484007779545,0.3963162107432632,0.4027937978123582,639732800
2004-04-15,0.4413556158542633,0.44557334712328095,0.4241835679141851,0.4341256000793911,1761446400
2004-04-16,0.43954798579216003,0.4415066673677776,0.4293056337773875,0.43909667852697,402931200
2004-04-19,0.4270458221435547,0.433071247368058,0.4192126285695624,0.4235813748461876,712353600
2004-04-20,0.41770678758621216,0.42794913816863994,0.41514578513619155,0.42493685365620393,354519200
2004-04-21,0.41770678758621216,0.42358127283231867,0.4122836346818439,0.41574808114484557,325875200
2004-04-22,0.41845929622650146,0.4244847459089252,0.4083670784134671,0.4151458381469751,344584800
2004-04-23,0.4172547161579132,0.42177359614856846,0.4074636712433339,0.4172547161579132,315828800
2004-04-26,0.4086682200431824,0.4163504237844802,0.4067103681310264,0.415446979670314,231128800
2004-04-27,0.40580615401268005,0.41333820011232575,0.4020405583372387,0.41032588949379134,283864000
2004-04-28,0.39842507243156433,0.40686053664686245,0.3967683432775566,0.40399924037833024,231168000
2004-04-29,0.40324586629867554,0.4067103380329737,0.3913459568270627,0.39842500921978946,460790400
2004-04-30,0.38833287358283997,0.40610810070192593,0.3839649823095437,0.40234165079858186,466502400
2004-05-03,0.392701655626297,0.39661824022512204,0.38773063785121553,0.3916472224500406,297634400
2004-05-04,0.39375609159469604,0.39993170183837184,0.3841151789426997,0.3911950882601679,279983200
2004-05-05,0.4014381766319275,0.40294477156451713,0.39104400651322513,0.3946594421726796,238106400
2004-05-06,0.40038377046585083,0.4029447985029195,0.3901405884852118,0.3976726083444668,263558400
2004-05-07,0.4017394483089447,0.41529611693041796,0.39993172992287007,0.39993172992287007,419036800
2004-05-10,0.39586490392684937,0.40068493222052465,0.3907428979569438,0.3957139150887342,249978400
2004-05-11,0.40881919860839844,0.4095724834427733,0.39767254898122467,0.39767254898122467,305172000
2004-05-12,0.4112292528152466,0.41183152375886295,0.3952617445971962,0.40354704898249466,245420000
2004-05-13,0.40957242250442505,0.41755574726507017,0.4052036778189331,0.4082168418477801,229852000
2004-05-14,0.4076137840747833,0.41153039289788695,0.3984250357422739,0.41047593482840894,257801600
2004-05-17,0.4012872278690338,0.40761382610019653,0.39706949571492534,0.40219150167862827,300445600
2004-05-18,0.4076137840747833,0.4110782309000415,0.4036972003913437,0.40625820310915306,206063200
2004-05-19,0.3987269997596741,0.4142415155319121,0.39797371489142147,0.4127358005439558,375592000
2004-05-20,0.4023415744304657,0.40671031962317894,0.3987269687959903,0.40113698242191437,196296800
2004-05-21,0.40836700797080994,0.40972258873395645,0.4026427073186002,0.4052037096538714,179894400
2004-05-24,0.41183146834373474,0.4202669559499924,0.4083670219176424,0.41107818353652886,235603200
2004-05-25,0.4279492497444153,0.4294558197676736,0.41107829509319377,0.41424159437661007,319978400
2004-05-26,0.42945578694343567,0.43352338491319703,0.4217736077864537,0.4267446247960256,322168000
2004-05-27,0.4243346154689789,0.4308113473269604,0.419062425513118,0.42870248140048195,235972800
